,id,degreeType,major,earlyCareerMedianPay,midCareerMedianPay,fiveToTenYearMedianPay,tenToTwentyYearMedianPay,twentyPlusYearMedianPay,percentHighMeaning,year,url,rank,tie
307,4738,Bachelors,Manufacturing Management,64000,92800,73200.0,82500.0,104500.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Manufacturing_Management/Salary,305,True
308,4664,Bachelors,Networks & Telecommunications,54300,92800,73200.0,90400.0,109000.0,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Networks_%26_Telecommunications/Salary,305,True
309,4636,Bachelors,Labor Studies,46600,92600,71100.0,91600.0,,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Labor_Studies/Salary,310,True
310,4662,Bachelors,Digital Media Design,46700,92600,57900.0,86000.0,,0.31,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Digital_Media_Design/Salary,310,True
311,4663,Bachelors,Advertising & Marketing Communications,48300,92600,67000.0,85300.0,110200.0,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Advertising_%26_Marketing_Communications/Salary,310,True
312,4587,Bachelors,Cinema Studies,47900,92500,63600.0,91000.0,102600.0,0.33,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Cinema_Studies/Salary,313,True
313,4588,Bachelors,Electronic & Computer Technology,63800,92500,,76300.0,,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronic_%26_Computer_Technology/Salary,313,True
314,4589,Bachelors,Marketing Communication,45700,92500,68600.0,92300.0,105500.0,0.39,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_Communication/Salary,313,True
315,4590,Bachelors,Construction Technology,59100,92400,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Technology/Salary,316,False
316,4591,Bachelors,Architecture,51000,92300,66300.0,83900.0,107400.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Architecture/Salary,317,False
317,4592,Bachelors,Applied Statistics,65900,92200,96300.0,,,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Statistics/Salary,318,False
318,4593,Bachelors,Biological Sciences,49300,92100,72300.0,85100.0,107000.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biological_Sciences/Salary,319,True
319,4594,Bachelors,Food Science,52500,92100,73800.0,83100.0,104700.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Food_Science/Salary,319,True
320,4595,Bachelors,Urban & Regional Planning,51800,92100,69800.0,87400.0,98300.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Urban_%26_Regional_Planning/Salary,319,True
321,4596,Bachelors,Marketing Management,51300,92000,69100.0,82000.0,105700.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_Management/Salary,322,False
322,4598,Bachelors,Computer & Network Administration,56800,91900,70500.0,89200.0,108100.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_%26_Network_Administration/Salary,323,False
323,4609,Bachelors,Applied Computer Science,66100,91800,74200.0,89100.0,106800.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Computer_Science/Salary,324,False
324,4599,Bachelors,Sales,61500,91600,77900.0,88300.0,92300.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Sales/Salary,325,False
325,4600,Bachelors,Environmental Design,47700,91400,60500.0,85900.0,100800.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Design/Salary,326,True
326,4601,Bachelors,Hotel Management,49100,91400,61900.0,77400.0,106200.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Hotel_Management/Salary,326,True
327,4602,Bachelors,Advertising Design,52700,91300,73700.0,77000.0,104200.0,0.28,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Advertising_Design/Salary,328,True
328,4603,Bachelors,Digital Arts,45600,91300,58400.0,89700.0,,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Digital_Arts/Salary,328,True
329,4604,Bachelors,Financial Management,54300,91300,69600.0,88400.0,99800.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Financial_Management/Salary,328,True
330,4605,Bachelors,Electronic Systems Technology (EST),81000,91200,,90500.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronic_Systems_Technology_(EST)/Salary,331,False
331,4606,Bachelors,Italian Language,51400,91100,63700.0,95300.0,,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Italian_Language/Salary,332,False
332,4607,Bachelors,German Studies,50000,91000,58200.0,82700.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_German_Studies/Salary,333,False
333,4608,Bachelors,Quality Management,57400,90800,71500.0,84800.0,104100.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Quality_Management/Salary,334,False
334,4585,Bachelors,Microbiology,48400,90300,67000.0,86500.0,94400.0,0.68,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Microbiology/Salary,335,True
335,4586,Bachelors,Entrepreneurship,54800,90300,75100.0,90000.0,102600.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Entrepreneurship/Salary,335,True
336,4583,Bachelors,Interactive Media,52700,90200,85200.0,92500.0,,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Interactive_Media/Salary,337,True
337,4584,Bachelors,Global Business Management,55900,90200,75500.0,90200.0,,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Global_Business_Management/Salary,337,True
338,4562,Bachelors,Network Systems Administration,57900,90200,70800.0,93800.0,,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Network_Systems_Administration/Salary,337,True
339,4563,Bachelors,Police Science,55400,90200,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Police_Science/Salary,337,True
340,4564,Bachelors,Hydrology,48700,90100,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Hydrology/Salary,341,False
341,4565,Bachelors,Business Data Analysis,64700,90000,76900.0,90000.0,,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Data_Analysis/Salary,342,True
342,4566,Bachelors,Database Management,65900,90000,69000.0,90000.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Database_Management/Salary,342,True
343,4567,Bachelors,Spanish Literature,51100,90000,69900.0,88600.0,98700.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Spanish_Literature/Salary,342,True
344,4568,Bachelors,Business Technology,52800,89900,73100.0,89900.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Technology/Salary,345,False
345,4569,Bachelors,Business Management & Marketing,48900,89800,69600.0,83400.0,103800.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Management_%26_Marketing/Salary,346,False
346,4570,Bachelors,Technical Management,64400,89700,66100.0,89100.0,92900.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Technical_Management/Salary,347,False
347,4571,Bachelors,Human Biology,51100,89600,66300.0,83700.0,114700.0,0.7,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Human_Biology/Salary,348,False
348,4572,Bachelors,Meteorology,46200,89500,62700.0,82200.0,94600.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Meteorology/Salary,349,False
349,4573,Bachelors,Computer Graphics Technology (CGT),49000,89200,66800.0,84500.0,108000.0,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Graphics_Technology_(CGT)/Salary,350,True
350,4574,Bachelors,Urban Planning,50500,89200,63400.0,81000.0,100200.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Urban_Planning/Salary,350,True
351,4575,Bachelors,Aviation Technology,58100,89100,61200.0,78600.0,112300.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aviation_Technology/Salary,352,True
352,4576,Bachelors,Environmental Health,50000,89100,76000.0,88500.0,,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Health/Salary,352,True
353,4577,Bachelors,Agricultural Science,48900,88900,58700.0,89000.0,,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agricultural_Science/Salary,354,True
354,4578,Bachelors,Agronomy,50200,88900,58500.0,76200.0,97000.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agronomy/Salary,354,True
355,4579,Bachelors,International Studies,50000,88900,69200.0,85500.0,106800.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Studies/Salary,354,True
356,4580,Bachelors,Design,52800,88800,70100.0,82600.0,99000.0,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Design/Salary,357,False
357,4581,Bachelors,Applied Science,46400,88700,,82600.0,104300.0,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Applied_Science/Salary,358,True
358,4582,Bachelors,Architectural Engineering Technology,52200,88700,57900.0,86300.0,,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Architectural_Engineering_Technology/Salary,358,True
359,4597,Bachelors,German Language,50700,88700,64600.0,88300.0,94000.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_German_Language/Salary,358,True
360,4610,Bachelors,Technology,56200,88600,65500.0,84500.0,91500.0,0.64,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Technology/Salary,361,False
361,4611,Bachelors,Advertising & Promotion,46100,88500,62200.0,86900.0,,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Advertising_%26_Promotion/Salary,362,False
362,4612,Bachelors,Pre-law,46800,88400,64800.0,85500.0,94100.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Pre-law/Salary,363,False
363,4639,Bachelors,Digital Media,47300,88200,59100.0,87000.0,108100.0,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Digital_Media/Salary,364,False
364,4640,Bachelors,Biological Anthropology,46200,88100,57200.0,94000.0,,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biological_Anthropology/Salary,365,True
365,4641,Bachelors,Personal Financial Planning,53800,88100,72600.0,85800.0,,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Personal_Financial_Planning/Salary,365,True
366,4642,Bachelors,Professional Pilot Education,63700,88000,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Professional_Pilot_Education/Salary,367,True
367,4643,Bachelors,Textile Technology,54000,88000,72000.0,88300.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Textile_Technology/Salary,367,True
368,4644,Bachelors,Web & Digital Media Development,52300,88000,67500.0,91100.0,,0.33,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Web_%26_Digital_Media_Development/Salary,367,True
369,4645,Bachelors,Entrepreneurial Studies,48700,87900,67100.0,93200.0,,0.37,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Entrepreneurial_Studies/Salary,370,False
370,4646,Bachelors,Fashion Design,47500,87700,65600.0,84200.0,103700.0,0.27,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Fashion_Design/Salary,371,False
371,4647,Bachelors,Retailing,51300,87600,62800.0,79800.0,89900.0,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Retailing/Salary,372,False
372,4648,Bachelors,Business Communication,50900,87300,68400.0,79100.0,103500.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Communication/Salary,373,True
373,4650,Bachelors,Environmental Science,49100,87300,64200.0,83700.0,102800.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Science/Salary,373,True
374,4661,Bachelors,Product Design Engineering,65500,87200,81300.0,86000.0,,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Product_Design_Engineering/Salary,375,False
375,4651,Bachelors,English Literature,47700,87000,64700.0,82700.0,96000.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_English_Literature/Salary,376,True
376,4652,Bachelors,Logistics,57600,87000,76800.0,85300.0,91200.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Logistics/Salary,376,True
377,4653,Bachelors,Math & Science,55600,86900,73500.0,75600.0,97900.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Math_%26_Science/Salary,378,False
378,4654,Bachelors,International Trade & Business,54800,86800,62400.0,86600.0,,0.27,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Trade_%26_Business/Salary,379,True
379,4655,Bachelors,Pre-Medicine,50800,86800,68500.0,81300.0,93200.0,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Pre-Medicine/Salary,379,True
380,4656,Bachelors,Speech & Drama,37500,86800,,86700.0,98100.0,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Speech_%26_Drama/Salary,379,True
381,4657,Bachelors,Toxicology,44600,86800,72000.0,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Toxicology/Salary,379,True
382,4658,Bachelors,Advertising & Marketing,49000,86700,70100.0,85200.0,109800.0,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Advertising_%26_Marketing/Salary,383,True
383,4659,Bachelors,Geographic Information Systems (GIS) & Spatial Analysis,54000,86700,65500.0,73200.0,,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Geographic_Information_Systems_(GIS)_%26_Spatial_Analysis/Salary,383,True
384,4660,Bachelors,Marketing & Mass Communications,45400,86700,65700.0,86400.0,88600.0,0.41,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_%26_Mass_Communications/Salary,383,True
385,4638,Bachelors,Welding Technology,48400,86700,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Welding_Technology/Salary,383,True
386,4649,Bachelors,General Business,50200,86600,65000.0,81100.0,98000.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_General_Business/Salary,387,False
387,4623,Bachelors,Construction Engineering Technology,55800,86400,68700.0,80800.0,103600.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Construction_Engineering_Technology/Salary,388,True
388,4637,Bachelors,Architectural Studies,45400,86400,57800.0,87000.0,,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Architectural_Studies/Salary,388,True
389,4613,Bachelors,Aviation Maintenance Technology,51000,86300,68200.0,78100.0,95100.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Aviation_Maintenance_Technology/Salary,390,False
390,4614,Bachelors,Communication Studies & Journalism,44800,86200,61900.0,84800.0,97300.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Communication_Studies_%26_Journalism/Salary,391,True
391,4615,Bachelors,Management,51600,86200,68100.0,81700.0,94800.0,0.48,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Management/Salary,391,True
392,4616,Bachelors,General Science,49100,86100,65400.0,79200.0,96400.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_General_Science/Salary,393,True
393,4617,Bachelors,Magazine Journalism,46800,86100,68800.0,86300.0,,0.32,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Magazine_Journalism/Salary,393,True
394,4618,Bachelors,Electronics & Computer Technology,55600,86000,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Electronics_%26_Computer_Technology/Salary,395,True
395,4619,Bachelors,Theatre & Drama Studies,44800,86000,51700.0,78700.0,97100.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Theatre_%26_Drama_Studies/Salary,395,True
396,4620,Bachelors,Animation,45000,85900,65200.0,82000.0,,0.35,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Animation/Salary,397,True
397,4621,Bachelors,Biology & Chemistry,49200,85900,68300.0,77900.0,97700.0,0.66,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biology_%26_Chemistry/Salary,397,True
398,4622,Bachelors,Diagnostic Medical Ultrasound,67700,85900,,78900.0,,0.67,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Diagnostic_Medical_Ultrasound/Salary,397,True
399,4624,Bachelors,History & Politics,49500,85900,61900.0,84800.0,,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_History_%26_Politics/Salary,397,True
400,4625,Bachelors,Public Affairs,52700,85900,68900.0,82700.0,94500.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Public_Affairs/Salary,397,True
401,4626,Bachelors,Romance Languages,53000,85900,54700.0,,,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Romance_Languages/Salary,397,True
402,4635,Bachelors,Physiology,49300,85900,64200.0,85600.0,87600.0,0.63,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Physiology/Salary,397,True
403,4627,Bachelors,Corporate Communications,48500,85700,73600.0,81000.0,97100.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Corporate_Communications/Salary,404,True
404,4628,Bachelors,International Affairs,51600,85700,73200.0,84300.0,94400.0,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Affairs/Salary,404,True
405,4629,Bachelors,Nursing Science,66800,85700,73500.0,82400.0,87600.0,0.84,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nursing_Science/Salary,404,True
406,4630,Bachelors,Organizational Development,53800,85700,73300.0,75800.0,107700.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Organizational_Development/Salary,404,True
407,4631,Bachelors,Textile & Apparel Studies,47100,85700,62000.0,85100.0,101900.0,0.3,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Textile_%26_Apparel_Studies/Salary,404,True
408,4632,Bachelors,Business Administration,52800,85600,68800.0,80300.0,93600.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Administration/Salary,409,True
409,4633,Bachelors,Business Administration & Accounting,52400,85600,69500.0,83900.0,88900.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Administration_%26_Accounting/Salary,409,True
410,4634,Bachelors,Philosophy & Religion,43800,85600,56400.0,81800.0,102400.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Philosophy_%26_Religion/Salary,409,True
411,4354,Bachelors,Architectural Design,47700,85400,78100.0,84400.0,,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Architectural_Design/Salary,412,False
412,4353,Bachelors,Textile Design,50000,85200,64200.0,82400.0,92300.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Textile_Design/Salary,413,True
413,4559,Bachelors,Interpersonal & Organizational Communication,42400,85200,53500.0,70100.0,,0.56,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Interpersonal_%26_Organizational_Communication/Salary,413,True
414,4145,Bachelors,Geographic Information Systems (GIS),50000,85100,66600.0,81100.0,100800.0,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Geographic_Information_Systems_(GIS)/Salary,415,False
415,4070,Bachelors,Business Management,51700,85000,67400.0,79800.0,95400.0,0.51,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Management/Salary,416,False
416,4071,Bachelors,Linguistics,52100,84900,69200.0,83900.0,87400.0,0.43,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Linguistics/Salary,417,False
417,4072,Bachelors,French Language,49600,84800,65300.0,82700.0,88400.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_French_Language/Salary,418,False
418,4073,Bachelors,Communication,48000,84700,65900.0,81400.0,95300.0,0.45,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Communication/Salary,419,True
419,4074,Bachelors,Neuroscience,51800,84700,72300.0,83700.0,,0.58,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Neuroscience/Salary,419,True
420,4075,Bachelors,Business Management & Human Resources Management (HRM),46800,84600,63300.0,78600.0,92200.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Business_Management_%26_Human_Resources_Management_(HRM)/Salary,421,True
421,4076,Bachelors,Journalism & Mass Communication,46300,84600,63200.0,81100.0,92200.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Journalism_%26_Mass_Communication/Salary,421,True
422,4077,Bachelors,Accounting & Management,55500,84500,63200.0,77000.0,96700.0,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Accounting_%26_Management/Salary,423,False
423,4078,Bachelors,Sociology & Organizational Studies,53500,84300,66800.0,81700.0,90100.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Sociology_%26_Organizational_Studies/Salary,424,False
424,4079,Bachelors,Crop Science,48700,84200,58900.0,,,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Crop_Science/Salary,425,True
425,4081,Bachelors,French Studies,52400,84200,60900.0,79000.0,96000.0,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_French_Studies/Salary,425,True
426,4082,Bachelors,Writing,44200,84200,62800.0,81500.0,88500.0,0.42,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Writing/Salary,425,True
427,4092,Bachelors,Nursing,65000,84200,74100.0,81800.0,86800.0,0.83,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nursing/Salary,425,True
428,4083,Bachelors,History,47800,84100,63800.0,81100.0,92800.0,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_History/Salary,429,False
429,4084,Bachelors,Biology,47100,84000,63200.0,79900.0,92500.0,0.65,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Biology/Salary,430,True
430,4085,Bachelors,Land Surveying,51900,84000,71800.0,80400.0,93800.0,0.54,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Land_Surveying/Salary,430,True
431,4086,Bachelors,Architectural Technology,46700,83900,64100.0,74700.0,120200.0,0.61,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Architectural_Technology/Salary,432,True
432,4087,Bachelors,Health Care,44400,83900,55400.0,74300.0,113500.0,0.74,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Health_Care/Salary,432,True
433,4088,Bachelors,Integrated Marketing Communications,47000,83900,60500.0,83900.0,,0.36,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Integrated_Marketing_Communications/Salary,432,True
434,4089,Bachelors,Agriculture,47700,83800,59400.0,81600.0,89800.0,0.61,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agriculture/Salary,435,False
435,4090,Bachelors,Digital Design,50000,83600,70200.0,78200.0,,0.4,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Digital_Design/Salary,436,True
436,4091,Bachelors,Marketing & Advertising,49300,83600,61700.0,86000.0,,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Marketing_%26_Advertising/Salary,436,True
437,4069,Bachelors,Organizational Communication,46400,83600,63500.0,80200.0,86100.0,0.49,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Organizational_Communication/Salary,436,True
438,4080,Bachelors,Visual Effects & Motion Graphics,48100,83400,60700.0,80600.0,,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Visual_Effects_%26_Motion_Graphics/Salary,439,False
439,4054,Bachelors,Public Relations & Communication,45700,83300,62400.0,82200.0,86700.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Public_Relations_%26_Communication/Salary,440,True
440,4068,Bachelors,General & Strategic Management,51200,83300,64400.0,79900.0,100900.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_General_%26_Strategic_Management/Salary,440,True
441,4044,Bachelors,Foreign Languages,48400,83100,59500.0,80000.0,95300.0,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Foreign_Languages/Salary,442,True
442,4045,Bachelors,Retail Merchandising,50900,83100,64400.0,78000.0,,0.31,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Retail_Merchandising/Salary,442,True
443,4046,Bachelors,Agribusiness Management,47700,83000,65900.0,81700.0,,0.46,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Agribusiness_Management/Salary,444,True
444,4047,Bachelors,Global Business,55800,83000,71300.0,78700.0,,0.31,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Global_Business/Salary,444,True
445,4048,Bachelors,Professional & Technical Writing,48500,83000,62200.0,81000.0,91400.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Professional_%26_Technical_Writing/Salary,444,True
446,4049,Bachelors,Computer Art,40400,82900,61500.0,80800.0,,0.31,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Art/Salary,447,True
447,4050,Bachelors,Environmental Management,50200,82900,68000.0,76200.0,99300.0,0.62,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Management/Salary,447,True
448,4051,Bachelors,Environmental Studies,48500,82900,63200.0,81400.0,94900.0,0.59,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Studies/Salary,447,True
449,4052,Bachelors,Journalism,45900,82900,65100.0,80200.0,88500.0,0.44,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Journalism/Salary,447,True
450,4053,Bachelors,Travel Industry Management,52600,82900,,86700.0,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Travel_Industry_Management/Salary,447,True
451,4055,Bachelors,International Development Studies,47700,82800,67700.0,83500.0,,0.64,2021,/research/US/Degree=Bachelor%27s_Degree%2C_International_Development_Studies/Salary,452,True
452,4056,Bachelors,Natural Sciences,45100,82800,62600.0,80900.0,90900.0,0.55,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Natural_Sciences/Salary,452,True
453,4057,Bachelors,Retail & Consumer Science,51800,82800,70900.0,82800.0,,0.32,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Retail_%26_Consumer_Science/Salary,452,True
454,4066,Bachelors,Literature,46800,82800,67400.0,80600.0,91600.0,0.47,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Literature/Salary,452,True
455,4058,Bachelors,Bachelor in Science Nursing,64000,82700,73500.0,81200.0,85400.0,0.81,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Bachelor_in_Science_Nursing/Salary,456,True
456,4059,Bachelors,History & Political Science,50600,82700,64800.0,82200.0,88000.0,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_History_%26_Political_Science/Salary,456,True
457,4060,Bachelors,Museum Studies,38900,82700,,68800.0,,0.5,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Museum_Studies/Salary,456,True
458,4061,Bachelors,Computer Information Management,49400,82600,,,,,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Computer_Information_Management/Salary,459,True
459,4062,Bachelors,Dental Hygiene,72700,82600,79600.0,81700.0,83400.0,0.8,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Dental_Hygiene/Salary,459,True
460,4063,Bachelors,Law,54300,82600,75000.0,78500.0,91700.0,0.53,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Law/Salary,459,True
461,4064,Bachelors,Network Technology,59800,82600,63300.0,82600.0,,0.57,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Network_Technology/Salary,459,True
462,4065,Bachelors,Media Studies,50700,82400,68900.0,80900.0,83700.0,0.38,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Media_Studies/Salary,463,False
463,4067,Bachelors,Environmental Geography,50200,82300,53100.0,75500.0,,0.52,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Environmental_Geography/Salary,464,False
464,4094,Bachelors,Law Enforcement,46700,82200,56100.0,76100.0,88600.0,0.6,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Law_Enforcement/Salary,465,False
465,4095,Bachelors,Nuclear Medicine,60300,81900,74600.0,80900.0,,0.81,2021,/research/US/Degree=Bachelor%27s_Degree%2C_Nuclear_Medicine/Salary,466,True
